iso3,year,gdp_growth,unemployment
TUN,2021,4.73603648206102,16.611
TUN,2022,2.75228761004381,15.3
TUR,2020,1.80306247087255,13.148
TUR,2021,11.811094450607,11.969
TUR,2022,5.44122511322401,10.465
TUV,2020,-4.27493206901397,
TUV,2021,1.8041359113616,
TUV,2022,0.677309361438304,
TZA,2020,1.99196460647855,2.781
TZA,2021,4.32138429480482,2.821
TZA,2022,4.56600576430955,2.588
UGA,2020,2.95130642218098,3.831
UGA,2021,3.53658034070898,3.422
UGA,2022,4.58802192181773,2.886
UKR,2020,-3.75281793983162,9.475
UKR,2021,3.44562065945944,9.834
UKR,2022,-28.7585842155085,
URY,2020,-7.35732706484723,10.413
URY,2021,5.84427312558179,9.328
URY,2022,4.48622703072073,7.877
USA,2020,-2.16302914036166,8.055
USA,2021,6.05505293244555,5.349
USA,2022,2.51237531986017,3.65
UZB,2020,1.56334277260515,5.293
UZB,2021,8.03468312640049,5.364
UZB,2022,6.00134232203442,4.49
VCT,2020,-4.26892434422649,20.636
VCT,2021,2.09340124465459,20.341
VCT,2022,3.1108330034352,19.417
VEN,2020,-29.9985699155957,7.53
VEN,2021,0.955433428579269,7.037
VEN,2022,8.00091310654791,5.707
VIR,2020,-1.61493817814787,15.191
VIR,2021,3.66760707873814,14.273
VIR,2022,-1.31123206333498,13.007
VNM,2020,2.86541320912272,2.103
VNM,2021,2.55372852648131,2.385
VNM,2022,8.53750046755788,1.523
VUT,2020,-4.99249142889525,4.046
VUT,2021,-1.55229489129462,4.766
VUT,2022,5.18622862422562,5.143
WLD,2020,-2.8992231033702,6.60899733931892
WLD,2021,6.41334961541973,6.06432744368016
WLD,2022,3.40305483746891,5.26065959317207
WSM,2020,-3.10864485863991,7.435
WSM,2021,-5.04350521486909,6.612
WSM,2022,2.26705055249026,5.048
XKX,2020,-5.34027547826166,
XKX,2021,10.7456560819583,
XKX,2022,4.27849895827543,
YEM,2020,,17.953
YEM,2021,,18.287
YEM,2022,,17.363
ZAF,2020,-6.1689177146757,29.217
ZAF,2021,4.85864865060148,34.007
ZAF,2022,2.05813661692193,33.268
ZMB,2020,-2.78505506545167,6.033
ZMB,2021,6.23492204726448,5.199
ZMB,2022,5.21122360356247,5.995
ZWE,2020,-7.81695060188729,8.621
ZWE,2021,8.46801676808001,9.54
ZWE,2022,6.13926327570213,10.087
