country,year,stringency_index_mean,cases_pm_mean,deaths_pm_mean,vax_end,iso3
Rwanda,2020,61.01737704918033,1.6648766346556474,0.017355077272727275,,RWA
Rwanda,2021,60.956575342465754,20.53295564369863,0.2534808855342466,55.892338,RWA
Rwanda,2022,39.189424657534246,4.499837708657534,0.02368229961643836,77.45192,RWA
San Marino,2020,41.63612021857924,193.89455774655647,4.764589278236914,,SMR
San Marino,2021,52.43898630136986,469.8325309095891,3.212530082191781,71.25143,SMR
San Marino,2022,15.242273972602739,1198.1131201506848,1.7668915452054792,77.2638,SMR
Saudi Arabia,2020,57.214234972677595,31.04553001909642,0.532036382831956,,SAU
Saudi Arabia,2021,53.47643835616439,16.418251825917807,0.22658373013698632,77.75234,SAU
Saudi Arabia,2022,25.991397260273974,23.123886968301367,0.05449590023835617,80.6852,SAU
Senegal,2020,41.08270491803279,2.9567610719228647,0.0627404570137741,,SEN
Senegal,2021,24.902794520547946,8.680432760671234,0.23096082605753424,7.457898,SEN
Senegal,2022,13.89,2.1776749480849316,0.012106817597260275,11.044179,SEN
Serbia,2020,49.39639344262296,135.88735206694213,1.2830544511019284,,SRB
Serbia,2021,44.48446575342466,388.1549666506849,3.842595234054795,48.727024,SRB
Serbia,2022,18.066219178082193,463.2624759726028,1.9473183460273973,49.38844,SRB
Seychelles,2020,31.871584699453553,4.959568702479339,0.0,,SYC
Seychelles,2021,70.9228219178082,536.0594488136986,2.749918224657534,65.59869,SYC
Seychelles,2022,35.38331506849315,557.9933202904109,1.003938394520548,68.35095,SYC
Sierra Leone,2020,35.8481693989071,0.8597156910192837,0.025295544793388428,,SLE
Sierra Leone,2021,50.260657534246576,1.456454361150685,0.015557580712328767,8.496403,SLE
Sierra Leone,2022,42.10942465753425,0.2571966000547945,0.0009957651923076924,52.17151,SLE
Singapore,2020,51.49060109289618,28.55757624862259,0.014140069972451791,0.010301089,SGP
Singapore,2021,49.17161643835616,107.08710338824658,0.3874485894794521,86.01441,SGP
Singapore,2022,30.077178082191782,931.9976267780821,0.4281816125753425,91.280426,SGP
Slovakia,2020,45.505874316939895,90.36930223498622,1.0761186335537192,,SVK
Slovakia,2021,52.952767123287664,331.47351309254793,7.256786580273973,46.13996,SVK
Slovakia,2022,18.46304109589041,509.30808503178076,2.0963938978082193,47.42935,SVK
Slovenia,2020,50.01825136612022,150.30823611349862,3.7521382176308538,0.54320306,SVN
Slovenia,2021,54.59109589041096,442.23415364383567,4.155121199726027,59.115955,SVN
Slovenia,2022,17.108438356164385,1093.1297405479452,3.512683491232877,59.84226,SVN
Solomon Islands,2020,31.130519125683062,0.05995833443526171,0.0,,SLB
Solomon Islands,2021,29.71021917808219,0.024553445479452055,0.0,23.041706,SLB
Solomon Islands,2022,48.84142465753424,75.7193173750685,0.5366681594520548,44.018948,SLB
Somalia,2020,34.65909836065573,0.7294855910027548,0.020117337228650136,,SOM
Somalia,2021,35.554630136986304,2.8961053955452054,0.18514267176986302,6.7584434,SOM
Somalia,2022,19.428109589041096,0.5814372429863014,0.004309222712328767,42.26765,SOM
South Africa,2020,54.4881693989071,45.8925155882011,1.2380226753801653,,ZAF
South Africa,2021,52.714438356164386,105.7342795449315,2.768256385772603,30.308092,ZAF
South Africa,2022,24.334136986301367,26.442584736602743,0.5053996016383562,38.42818,ZAF
South Korea,2020,49.42956284153006,3.230399984523416,0.04787984583471074,,KOR
South Korea,2021,51.27865753424657,30.39731303479452,0.24999182665753425,84.891335,KOR
South Korea,2022,21.521123287671234,1503.8673808438357,1.4098480812821919,86.44801,KOR
South Sudan,2020,53.13101092896175,0.8848481383746556,0.015997254435261708,,SSD
